date,code,composite_score,rank
2026-02-10,sh.600737,2.1261380476438303,1
2026-02-10,sh.688278,2.0655995066196855,2
2026-02-10,sz.300390,1.9626423502577857,3
2026-02-10,sz.002402,1.836602599311524,4
2026-02-10,sh.688772,1.8197766984469057,5
2026-02-10,sh.603129,1.78177917253248,6
2026-02-10,sz.301498,1.7776085397164438,7
2026-02-10,sh.688099,1.7588856757548954,8
2026-02-10,sh.688578,1.645743587736363,9
2026-02-10,sh.600801,1.6415736311291251,10
