date,code,composite_score,rank
2026-02-09,sh.688256,1.449128794733076,1
2026-02-09,sh.688008,0.9784283329977516,2
2026-02-09,sh.688111,0.7413521225214121,3
2026-02-09,sh.688041,0.5119897320725396,4
2026-02-09,sh.688981,0.4062183342929037,5
2026-02-09,sh.600406,0.3870818919161662,6
2026-02-09,sh.601857,0.2774030217492227,7
2026-02-09,sh.603993,0.2548640583866211,8
2026-02-09,sh.601988,0.1156010093966494,9
2026-02-09,sh.603501,0.0329841658229661,10
