date,code,composite_score,rank
2026-02-10,sh.688008,0.974620896260142,1
2026-02-10,sh.603993,0.7637584834165748,2
2026-02-10,sh.600406,0.7428111261549174,3
2026-02-10,sh.688111,0.5953447160272063,4
2026-02-10,sh.601899,0.4925841075723269,5
2026-02-10,sh.600809,0.4655257041170327,6
2026-02-10,sh.688012,0.3224030998120049,7
2026-02-10,sh.688981,0.0175330815021884,8
2026-02-10,sh.688256,-0.009835341255197,9
2026-02-10,sh.600309,-0.0333814781911033,10
