date,code,composite_score,rank
2026-02-11,sh.600809,1.4085391385485837,1
2026-02-11,sh.601012,0.9924028937905308,2
2026-02-11,sh.688008,0.7267927765679721,3
2026-02-11,sh.603993,0.6920078564012864,4
2026-02-11,sh.601668,0.6342136375062738,5
2026-02-11,sh.600406,0.6168055546501395,6
2026-02-11,sh.600030,0.5943618949500803,7
2026-02-11,sh.600519,0.567974268631891,8
2026-02-11,sh.601601,0.5538011884482902,9
2026-02-11,sh.688012,0.5451766339323896,10
