date,code,open,high,low,close,volume,turn,peTTM,psTTM,pcfNcfTTM,pbMRQ
2009-08-21,sz.002281,8.003421,8.94308191,7.56471496,8.83044117,27153733.0,84.855416,55.425865,7.067746,-266.763494,16.921159
2009-08-24,sz.002281,8.5073401,9.59817674,8.45101973,9.189113,20090022.0,62.781319,57.677133,7.354821,-277.598802,17.608456
2009-08-25,sz.002281,8.93715345,9.02608035,8.5073401,8.84822655,10357966.0,32.368644,55.537498,7.081981,-267.300782,16.955239
2009-08-26,sz.002281,8.8630477,9.40846602,8.72076466,9.1001861,10487203.0,32.772509,57.118968,7.283645,-274.912362,17.438052
2009-08-27,sz.002281,8.90751115,8.9816169,8.52216125,8.61108815,8518694.0,26.620919,54.049056,6.892179,-260.136942,16.500828
2009-08-28,sz.002281,8.4480555,8.4776978,7.80185336,7.82853143,8152802.0,25.477506,49.137197,6.265833,-236.49627,15.001269
2009-08-31,sz.002281,7.6477134,8.05084868,7.56767919,7.85224527,6198008.0,19.368775,49.286041,6.284813,-237.212654,15.04671
2009-09-01,sz.002281,7.72478338,7.85224527,7.3512904,7.53210843,4511237.0,14.097616,47.276644,6.028581,-227.54147,14.433254
2009-09-02,sz.002281,7.41650346,7.84038835,7.38686116,7.70106954,4006202.0,12.519381,48.337159,6.163815,-232.645706,14.757023
2009-09-03,sz.002281,7.6180711,7.89967295,7.53210843,7.87003065,5342870.0,16.696469,49.397674,6.299048,-237.749942,15.080791
2009-09-04,sz.002281,7.7662826,8.04492022,7.73960453,7.84038835,4402538.0,13.757931,49.211619,6.275323,-236.854462,15.023989
2009-09-07,sz.002281,7.84038835,8.1812748,7.81371028,7.99749254,5497092.0,17.178413,50.197712,6.401067,-241.600506,15.325037
2009-09-08,sz.002281,7.9441364,8.05677714,7.82260297,7.99452831,3173171.0,9.916159,50.179106,6.398694,-241.510958,15.319357
2009-09-09,sz.002281,7.95895755,8.47176934,7.70403377,8.36802129,8308159.0,25.962997,52.523402,6.697632,-252.794006,16.035056
2009-09-10,sz.002281,8.2405594,8.54587509,8.13681135,8.26427324,6909952.0,21.5936,51.872209,6.614594,-249.659826,15.83625
2009-09-11,sz.002281,8.1812748,8.71187197,8.0330633,8.43323435,6507797.0,20.336866,52.932724,6.749828,-254.764062,16.160019
2009-09-14,sz.002281,8.46880511,8.58737431,8.32355784,8.54883932,4424258.0,13.825806,53.65834,6.842356,-258.256434,16.381545
2009-09-15,sz.002281,8.51326856,8.54587509,8.24945209,8.24945209,3910968.0,12.221775,51.779181,6.602731,-249.212086,15.80785
2009-09-16,sz.002281,8.17831057,9.07350803,8.13977558,9.07350803,7948798.0,24.839994,56.951518,7.262293,-274.10643,17.386931
