date,code,open,high,low,close,volume,turn,peTTM,psTTM,pcfNcfTTM,pbMRQ
2000-01-04,sz.000703,1.64158051,1.66496009,1.57979162,1.65828021,203529.0,0.435357,50.537891,32.33514,-24.522377,4.562073
2000-01-05,sz.000703,1.62154087,1.7033694,1.61152105,1.6532703,241390.0,0.516343,50.385209,32.237451,-24.448291,4.548291
2000-01-06,sz.000703,1.6532703,1.70002946,1.64492045,1.70002946,204656.0,0.437767,51.810245,33.149217,-25.139758,4.676929
2000-01-07,sz.000703,1.7200691,1.76181835,1.68833967,1.74511865,403999.0,0.86417,53.184387,34.02842,-25.80653,4.800973
2000-01-10,sz.000703,1.75012856,1.75179853,1.69835949,1.72674898,651991.0,1.394635,52.624551,33.670227,-25.534882,4.750437
2000-01-11,sz.000703,1.75012856,1.76014838,1.66997,1.68165979,322810.0,0.690503,51.250409,32.791023,-24.868111,4.626393
2000-01-12,sz.000703,1.66997,1.7534685,1.6532703,1.72841895,784940.0,1.679018,52.675446,33.70279,-25.559577,4.755031
2000-01-13,sz.000703,1.7200691,1.73008892,1.66997,1.67163997,175100.0,0.374546,50.945044,32.595645,-24.719939,4.598827
2000-01-14,sz.000703,1.66997,1.69501955,1.62321084,1.62989072,165001.0,0.352944,49.672691,31.781568,-24.102558,4.483971
2000-01-17,sz.000703,1.60484117,1.63323066,1.60484117,1.6198709,176389.0,0.377303,49.367326,31.586189,-23.954387,4.456406
2000-01-18,sz.000703,1.61653096,1.66663006,1.61319102,1.61653096,103300.0,0.220963,49.265538,31.521063,-23.904996,4.447217
2000-01-19,sz.000703,1.60651114,1.64659042,1.60651114,1.62488081,137040.0,0.293134,49.520008,31.683879,-24.028472,4.470189
2000-01-20,sz.000703,1.6198709,1.65160033,1.61152105,1.64993036,274710.0,0.587616,50.283421,32.172325,-24.398901,4.539102
2000-01-21,sz.000703,1.65494027,1.66496009,1.60484117,1.6198709,418501.0,0.89519,49.367326,31.586189,-23.954387,4.456406
2000-01-24,sz.000703,1.64826039,1.64826039,1.56476189,1.58981144,439757.0,0.940658,48.451231,31.000054,-23.509872,4.37371
2000-01-25,sz.000703,1.61486099,1.63824057,1.5864715,1.60150123,339623.0,0.726467,48.80749,31.227995,-23.682739,4.405869
2000-01-26,sz.000703,1.6198709,1.7033694,1.5864715,1.67831985,477438.0,1.021259,51.148621,32.725897,-24.81872,4.617204
2000-01-27,sz.000703,1.67831985,1.74177871,1.65494027,1.71672916,599359.0,1.282053,52.319187,33.474848,-25.386711,4.722871
2000-01-28,sz.000703,1.72340904,1.74177871,1.6866697,1.69334958,563148.0,1.204596,51.606668,33.018965,-25.040977,4.658552
2000-02-14,sz.000703,1.71672916,1.86201655,1.71672916,1.85867661,1525212.0,3.262489,56.645189,36.24271,-27.485806,5.113381
2000-02-15,sz.000703,1.85867661,1.99227421,1.79187781,1.8202673,1673503.0,3.579689,55.474624,35.493759,-26.917816,5.007714
2000-02-16,sz.000703,1.8202673,1.92380544,1.79521775,1.88038622,1232929.0,2.637284,57.306813,36.66603,-27.806845,5.173106
2000-02-17,sz.000703,1.91211565,1.9538649,1.74845859,1.76348832,1319820.0,2.823147,53.744223,34.386614,-26.078178,4.85151
2000-02-18,sz.000703,1.7534685,1.7534685,1.6866697,1.73342886,715368.0,1.530201,52.828128,33.800479,-25.633663,4.768814
2000-02-21,sz.000703,1.7200691,1.81191745,1.69000964,1.80523757,1030410.0,2.204088,55.016577,35.200691,-26.695559,4.966366
2000-02-22,sz.000703,1.8202673,1.82360724,1.7367688,1.74010874,448150.0,0.958611,53.031705,33.930731,-25.732444,4.787191
2000-02-23,sz.000703,1.72841895,1.74511865,1.7033694,1.73509883,423158.0,0.905152,52.879022,33.833042,-25.658358,4.773408
2000-02-24,sz.000703,1.7367688,1.78352796,1.72674898,1.76014838,367376.0,0.785832,53.642434,34.321488,-26.028787,4.842322
2000-02-25,sz.000703,1.76014838,1.77851805,1.7200691,1.72340904,325172.0,0.695556,52.522763,33.6051,-25.485492,4.741248
2000-02-28,sz.000703,1.70503937,1.8035676,1.70503937,1.80022766,692516.0,1.481319,54.863894,35.103002,-26.621473,4.952583
2000-02-29,sz.000703,1.80022766,1.8035676,1.7367688,1.76682826,542623.0,1.160692,53.846011,34.451741,-26.127568,4.860698
2000-03-01,sz.000703,1.7701682,1.94384508,1.76181835,1.94384508,2313373.0,4.948397,59.240791,37.903427,-28.745264,5.347687
2000-03-02,sz.000703,1.96722466,2.08245259,1.9538649,1.98058442,5254844.0,11.24032,60.360462,38.619815,-29.288559,5.44876
2000-03-03,sz.000703,2.003964,2.02233367,1.94718502,2.00229403,2250904.0,4.814773,61.022086,39.043135,-29.609597,5.508485
2000-03-06,sz.000703,2.003964,2.1208619,1.93549523,1.9371652,2672523.0,5.716633,59.037214,37.773175,-28.646483,5.32931
2000-03-07,sz.000703,1.91879553,2.00229403,1.86702646,1.91879553,903507.0,1.932637,58.477379,37.414981,-28.374835,5.278774
2000-03-08,sz.000703,1.9037658,2.0373634,1.9037658,2.01398382,1232667.0,2.636724,61.378345,39.271077,-29.782464,5.540645
2000-03-09,sz.000703,2.02400364,2.03402346,1.93382526,1.9371652,993828.0,2.125838,59.037214,37.773175,-28.646483,5.32931
2000-03-10,sz.000703,1.93883517,1.98058442,1.89708592,1.9037658,604234.0,1.292481,58.019331,37.121913,-28.152578,5.237426
2000-03-13,sz.000703,1.9037658,1.94551505,1.8703664,1.93883517,614663.0,1.314789,59.088109,37.805738,-28.671178,5.333904
2000-03-14,sz.000703,1.8870661,1.9037658,1.81024748,1.86869643,756194.0,1.617529,56.950554,36.438089,-27.633978,5.140947
2000-03-15,sz.000703,1.86869643,1.91879553,1.86869643,1.87537631,577584.0,1.235475,57.154131,36.568341,-27.732759,5.159324
2000-03-16,sz.000703,1.82193727,1.90543577,1.79855769,1.83529703,497544.0,1.064266,51.951642,11.583133,30.099143,4.738876
2000-03-17,sz.000703,1.79521775,1.87203637,1.79521775,1.86869643,661643.0,1.415281,52.897077,11.793927,30.646898,4.825116
2000-03-20,sz.000703,1.836967,1.99895409,1.836967,1.97724448,993349.0,2.124813,55.96974,12.479007,32.427102,5.105395
2000-03-21,sz.000703,1.9872643,2.05072316,1.95887481,1.99060424,1229570.0,2.630099,56.347914,12.563325,32.646204,5.139891
2000-03-22,sz.000703,1.99060424,2.04070334,1.9705646,2.0373634,1349166.0,2.88592,57.671523,12.858437,33.413061,5.260627
2000-03-23,sz.000703,2.0540631,2.0874625,2.02233367,2.08579253,2099743.0,4.491434,59.042403,13.164088,34.207306,5.385675
2000-03-24,sz.000703,2.10249223,2.11919193,2.003964,2.01231385,2223200.0,4.755513,56.962447,12.700341,33.002245,5.195947
2000-03-27,sz.000703,2.0206637,2.21438022,2.0206637,2.21438022,4071287.0,8.708645,62.682327,13.975645,36.316163,5.717698
2000-03-28,sz.000703,2.2711592,2.4047568,2.18432076,2.23441986,3907405.0,8.358095,63.249588,14.102122,36.644816,5.769442
2000-03-29,sz.000703,2.23441986,2.2544595,2.12587181,2.170961,1520184.0,3.251734,61.453262,13.701613,35.604081,5.605586
2000-03-30,sz.000703,2.17263097,2.22940995,2.1542613,2.1876607,988146.0,2.113684,61.925979,13.80701,35.877959,5.648706
2000-03-31,sz.000703,2.170961,2.1876607,2.12921175,2.14591145,1078997.0,2.308017,60.744186,13.543517,35.193265,5.540906
2000-04-03,sz.000703,2.16261115,2.24443968,2.13923157,2.14090154,945450.0,2.022355,60.60237,13.511898,35.111102,5.52797
2000-04-04,sz.000703,2.0874625,2.1208619,2.02901355,2.03569343,993370.0,2.124858,57.624251,12.847897,33.385673,5.256315
2000-04-05,sz.000703,2.03235349,2.07911265,2.003964,2.0707628,739119.0,1.581005,58.616957,13.069231,33.960816,5.346867
2000-04-06,sz.000703,2.0707628,2.22940995,2.0707628,2.19434058,1478514.0,3.1626,62.115066,13.849169,35.98751,5.665954
2000-04-07,sz.000703,2.2043604,2.21772016,2.15593127,2.18599073,726877.0,1.554819,61.878707,13.79647,35.850571,5.644394
2000-04-10,sz.000703,2.19100064,2.28451896,2.19100064,2.22607001,1096470.0,2.345393,63.013229,14.049423,36.507877,5.747882
2000-04-11,sz.000703,2.22940995,2.2377598,2.15593127,2.15927121,785084.0,1.679326,61.12236,13.627835,35.412367,5.575402
2000-04-12,sz.000703,2.170961,2.21939013,2.11418202,2.16929103,707643.0,1.513676,61.40599,13.691073,35.576694,5.601274
2000-04-13,sz.000703,2.17263097,2.27449914,2.170961,2.24443968,1849826.0,3.956851,63.533218,14.16536,36.809143,5.795314
2000-04-14,sz.000703,2.24443968,2.33628803,2.21772016,2.31457842,2935190.0,6.278488,65.518631,14.608027,37.959428,5.976417
2000-04-17,sz.000703,2.31457842,2.31457842,2.1876607,2.2544595,1605774.0,3.434814,63.816849,14.228598,36.973469,5.821186
2000-04-18,sz.000703,2.24944959,2.42312647,2.2377598,2.37302737,3071889.0,6.570893,67.173142,14.976917,38.918,6.127337
2000-04-19,sz.000703,2.3713574,2.3713574,2.31791836,2.36801746,1145577.0,2.450435,67.031327,14.945298,38.835836,6.114401
2000-04-20,sz.000703,2.3713574,2.39974689,2.31290845,2.31958833,1543197.0,3.30096,65.660447,14.639646,38.041592,5.989353
2000-04-21,sz.000703,2.3045586,2.32626821,2.26447932,2.27616911,1423861.0,3.045695,64.431381,14.365614,37.32951,5.877241
2000-04-24,sz.000703,2.2377598,2.337958,2.2043604,2.27282917,776627.0,1.661236,64.336838,14.344535,37.274734,5.868617
2000-04-25,sz.000703,2.27950905,2.3212583,2.26280935,2.27449914,659890.0,1.411531,64.38411,14.355074,37.302122,5.872929
2000-04-26,sz.000703,2.3045586,2.3045586,2.22440004,2.24109974,758590.0,1.622654,63.438675,14.14428,36.754367,5.78669
2000-04-27,sz.000703,2.2377598,2.2544595,2.17430094,2.18265079,988590.0,2.114633,61.784164,13.775391,35.795796,5.63577
2000-04-28,sz.000703,2.18098082,2.2377598,2.16428112,2.22773998,796880.0,1.704558,63.060501,14.059963,36.535265,5.752194
2000-05-08,sz.000703,2.2544595,2.2711592,2.17931085,2.21939013,438572.0,0.938123,62.824142,14.007264,36.398326,5.730634
2000-05-09,sz.000703,2.22940995,2.23608983,2.19935049,2.22940995,346756.0,0.741725,63.107773,14.070502,36.562653,5.756506
2000-05-10,sz.000703,2.19601055,2.22940995,2.1208619,2.12754178,635086.0,1.358474,60.224197,13.427581,34.892,5.493474
2000-05-11,sz.000703,2.12587181,2.12587181,2.05072316,2.06408292,757465.0,1.620248,58.42787,13.027072,33.851265,5.329619
2000-05-12,sz.000703,2.0707628,2.0874625,2.0540631,2.06575289,482014.0,1.031047,58.475142,13.037612,33.878653,5.333931
2000-05-15,sz.000703,2.0540631,2.1041622,2.003964,2.0540631,546243.0,1.168435,58.14424,12.963834,33.686939,5.303747
2000-05-16,sz.000703,2.04237331,2.1876607,2.04237331,2.18599073,1021998.0,2.186094,61.878707,13.79647,35.850571,5.644394
2000-05-17,sz.000703,2.18599073,2.19601055,2.14591145,2.16929103,398010.0,0.851359,61.40599,13.691073,35.576694,5.601274
2000-05-18,sz.000703,2.16261115,2.2043604,2.15092136,2.19434058,349697.0,0.748016,62.115066,13.849169,35.98751,5.665954
2000-05-19,sz.000703,2.21438022,2.2210601,2.170961,2.18599073,364947.0,0.780636,61.878707,13.79647,35.850571,5.644394
2000-05-22,sz.000703,2.18933067,2.2711592,2.18933067,2.24944959,635277.0,1.358883,63.675034,14.196979,36.891306,5.80825
2000-05-23,sz.000703,2.2544595,2.27950905,2.21772016,2.2544595,439744.0,0.94063,63.816849,14.228598,36.973469,5.821186
2000-05-24,sz.000703,2.26781926,2.27282917,2.2377598,2.24276971,897815.0,1.920462,63.485947,14.15482,36.781755,5.791002
2000-05-25,sz.000703,2.24276971,2.27950905,2.21438022,2.26614929,790907.0,1.691781,64.147751,14.302376,37.165183,5.851369
2000-05-26,sz.000703,2.26280935,2.34630785,2.23441986,2.337958,1305485.0,2.792484,66.180436,14.755583,38.342857,6.036785
2000-05-29,sz.000703,2.3546577,2.37636731,2.3045586,2.31958833,1123559.0,2.403337,65.660447,14.639646,38.041592,5.989353
2000-05-30,sz.000703,2.337958,2.34463788,2.20937031,2.21939013,1157108.0,2.4751,62.824142,14.007264,36.398326,5.730634
2000-05-31,sz.000703,2.2210601,2.27950905,2.2043604,2.23608983,793730.0,1.69782,63.29686,14.112661,36.672204,5.773754
2000-06-01,sz.000703,2.2544595,2.2711592,2.1876607,2.19935049,703509.0,1.504834,62.256881,13.880788,36.069673,5.67889
2000-06-02,sz.000703,2.20102046,2.2377598,2.1876607,2.21438022,693824.0,1.484117,62.682327,13.975645,36.316163,5.717698
2000-06-05,sz.000703,2.2043604,2.21271025,2.170961,2.18432076,619218.0,1.324532,61.831436,13.78593,35.823183,5.640082
2000-06-06,sz.000703,2.19601055,2.28451896,2.19601055,2.27449914,660915.0,1.413723,64.38411,14.355074,37.302122,5.872929
2000-06-07,sz.000703,2.2878589,2.2878589,2.2210601,2.26781926,740062.0,1.583022,64.195023,14.312916,37.192571,5.855681
2000-06-08,sz.000703,2.2711592,2.29286881,2.23942977,2.24443968,532932.0,1.139963,63.533218,14.16536,36.809143,5.795314
2000-06-09,sz.000703,2.24443968,2.31290845,2.23942977,2.27950905,768832.0,1.644562,64.525925,14.386693,37.384285,5.885865
2000-06-12,sz.000703,2.28618893,2.29620875,2.22940995,2.26948923,810921.0,1.734592,64.242294,14.323455,37.219959,5.859993
2000-06-13,sz.000703,2.2711592,2.31791836,2.2544595,2.31624839,1093756.0,2.339588,65.565903,14.618567,37.986816,5.980729
2000-06-14,sz.000703,2.32960815,2.33461806,2.27282917,2.28618893,806038.0,1.724147,64.715012,14.428852,37.493836,5.903113
2000-06-15,sz.000703,2.29119884,2.29119884,2.21772016,2.2544595,726295.0,1.553574,63.816849,14.228598,36.973469,5.821186
2000-06-16,sz.000703,2.26280935,2.26948923,2.2043604,2.21271025,513405.0,1.098194,62.635055,13.965105,36.288775,5.713386
2000-06-19,sz.000703,2.18599073,2.24109974,2.18599073,2.21104028,285700.0,0.611124,62.587784,13.954566,36.261387,5.709074
2000-06-20,sz.000703,2.2210601,2.23441986,2.17931085,2.1876607,353800.0,0.756792,61.925979,13.80701,35.877959,5.648706
2000-06-21,sz.000703,2.18933067,2.20770034,2.18098082,2.19100064,320930.0,0.686482,62.020523,13.828089,35.932734,5.65733
2000-06-22,sz.000703,2.24610965,2.2544595,2.19935049,2.2043604,279350.0,0.597541,62.398697,13.912407,36.151836,5.691826
2000-06-23,sz.000703,2.2043604,2.2210601,2.18098082,2.21939013,376517.0,0.805385,62.824142,14.007264,36.398326,5.730634
2000-06-26,sz.000703,2.19601055,2.22940995,2.19601055,2.21271025,414410.0,0.886439,62.635055,13.965105,36.288775,5.713386
2000-06-27,sz.000703,2.2210601,2.26948923,2.18432076,2.23942977,437550.0,0.935937,63.391403,14.133741,36.726979,5.782378
2000-06-29,sz.000703,2.22273007,2.22273007,2.12921175,2.13422166,902050.0,1.929521,60.413284,13.469739,35.001551,5.510722
2000-06-30,sz.000703,2.12921175,2.18432076,2.11585199,2.13923157,736880.0,1.576216,60.555099,13.501358,35.083714,5.523658
2000-07-03,sz.000703,2.12754178,2.14758142,2.0707628,2.07744268,608687.0,1.302006,58.806044,13.11139,34.070367,5.364115
2000-07-04,sz.000703,2.0874625,2.1041622,2.01732376,2.06742286,1323437.0,2.830884,58.522414,13.048151,33.906041,5.338243
2000-07-05,sz.000703,2.08913247,2.12754178,2.05907301,2.12754178,1062490.0,2.272708,60.224197,13.427581,34.892,5.493474
2000-07-06,sz.000703,2.1208619,2.1375616,2.0874625,2.11585199,290763.0,0.621954,59.893294,13.353803,34.700285,5.46329
2000-07-07,sz.000703,2.11418202,2.15092136,2.10583217,2.14424148,478120.0,1.022718,60.696914,13.532978,35.165877,5.536594
2000-07-10,sz.000703,2.17263097,2.19601055,2.14090154,2.17597091,390228.0,0.834713,61.595077,13.733232,35.686245,5.618522
2000-07-11,sz.000703,2.170961,2.19434058,2.14257151,2.16595109,308200.0,0.659252,61.311447,13.669994,35.521918,5.59265
2000-07-12,sz.000703,2.14591145,2.17931085,2.12921175,2.1375616,357200.0,0.764065,60.507827,13.490819,35.056326,5.519346
2000-07-13,sz.000703,2.13422166,2.2544595,2.003964,2.23942977,1476640.0,3.158592,63.391403,14.133741,36.726979,5.782378
2000-07-14,sz.000703,2.2377598,2.29119884,2.20770034,2.26781926,1348608.0,2.884726,64.195023,14.312916,37.192571,5.855681
2000-07-17,sz.000703,2.27950905,2.30121866,2.2377598,2.24777962,532681.0,1.139426,63.627762,14.186439,36.863918,5.803938
2000-07-18,sz.000703,2.24109974,2.2711592,2.21772016,2.2210601,356850.0,0.763316,62.871414,14.017804,36.425714,5.734946
2000-07-19,sz.000703,2.2377598,2.25278953,2.19768052,2.21438022,424197.0,0.907374,62.682327,13.975645,36.316163,5.717698
2000-07-20,sz.000703,2.20603037,2.2377598,2.170961,2.19601055,321607.0,0.68793,62.162338,13.859708,36.014898,5.670266
2000-07-21,sz.000703,2.20102046,2.21772016,2.18432076,2.20770034,413811.0,0.885158,62.49324,13.933486,36.206612,5.70045
2000-07-24,sz.000703,2.24109974,2.24109974,2.18098082,2.2043604,404774.0,0.865828,62.398697,13.912407,36.151836,5.691826
2000-07-25,sz.000703,2.170961,2.2043604,2.0874625,2.18265079,741690.0,1.586504,61.784164,13.775391,35.795796,5.63577
2000-07-26,sz.000703,2.1542613,2.17764088,2.1375616,2.15760124,573992.0,1.227792,61.075088,13.617295,35.384979,5.57109
2000-07-27,sz.000703,2.15092136,2.170961,2.14424148,2.170961,592190.0,1.266718,61.453262,13.701613,35.604081,5.605586
2000-07-28,sz.000703,2.1542613,2.26948923,2.1542613,2.25111956,874719.0,1.871059,63.722305,14.207519,36.918694,5.812562
2000-07-31,sz.000703,2.22273007,2.31791836,2.22273007,2.30622857,1670952.0,3.574233,65.282273,14.555329,37.82249,5.954857
2000-08-01,sz.000703,2.31290845,2.33461806,2.27282917,2.29286881,1221500.0,2.612837,64.904099,14.471011,37.603387,5.920361
2000-08-02,sz.000703,2.2878589,2.3713574,2.27449914,2.33127812,1412787.0,3.022008,65.991349,14.713424,38.233306,6.019537
2000-08-03,sz.000703,2.33127812,2.46153578,2.3212583,2.40809674,2592584.0,5.54564,68.165849,15.198251,39.493143,6.217889
2000-08-04,sz.000703,2.4214565,2.46320575,2.3713574,2.3880571,1677453.0,3.588139,67.598588,15.071774,39.16449,6.166145
2000-08-07,sz.000703,2.3880571,2.4381562,2.36300755,2.39974689,975365.0,2.086344,67.92949,15.145552,39.356204,6.196329
2000-08-08,sz.000703,2.41310665,2.4214565,2.337958,2.37636731,779694.0,1.667796,67.267686,14.997996,38.972775,6.135961
2000-08-09,sz.000703,2.38972707,2.38972707,2.35632767,2.36467752,508512.0,1.087727,66.936784,14.924218,38.781061,6.105777
2000-08-10,sz.000703,2.36801746,2.36968743,2.31791836,2.3212583,662900.0,1.417969,65.707718,14.650186,38.068979,5.993665
2000-08-11,sz.000703,2.31457842,2.337958,2.28952887,2.30288863,438925.0,0.938878,65.187729,14.534249,37.767714,5.946233
2000-08-14,sz.000703,2.30288863,2.37803728,2.29453878,2.33294809,610355.0,1.305574,66.038621,14.723964,38.260694,6.023849
2000-08-15,sz.000703,2.34129794,2.3546577,2.31791836,2.33628803,482300.0,1.031659,66.133164,14.745043,38.315469,6.032473
2000-08-16,sz.000703,2.337958,2.36300755,2.31791836,2.35131776,530757.0,1.13531,66.55861,14.839901,38.561959,6.071281
2000-08-17,sz.000703,2.3546577,2.41477662,2.34964779,2.39974689,737418.0,1.577366,67.92949,15.145552,39.356204,6.196329
2000-08-18,sz.000703,2.41143668,2.41310665,2.35131776,2.36133758,478425.0,1.02337,66.84224,14.903139,38.726285,6.097153
2000-08-21,sz.000703,2.37469734,2.3880571,2.34296791,2.36634749,873516.0,1.868485,66.984055,14.934758,38.808449,6.110089
2000-08-22,sz.000703,2.37302737,2.41811656,2.3212583,2.32292827,620200.0,1.326632,60.400241,7.379187,38.096367,5.781942
2000-08-23,sz.000703,2.3045586,2.3212583,2.1876607,2.28952887,1011950.0,2.164601,59.531797,7.273088,37.548612,5.698808
2000-08-24,sz.000703,2.2878589,2.31457842,2.2544595,2.28117902,407745.0,0.872183,59.314687,7.246563,37.411673,5.678025
2000-08-25,sz.000703,2.27950905,2.38638713,2.27950905,2.35799764,887250.0,1.897863,61.312106,7.490591,38.67151,5.869232
2000-08-28,sz.000703,2.3713574,2.40141686,2.337958,2.39974689,1057999.0,2.263102,62.397661,7.623214,39.356204,5.973149
2000-08-29,sz.000703,2.39974689,2.53000455,2.38137722,2.49827512,2682431.0,5.737826,64.959569,7.936207,40.972081,6.218393
2000-08-30,sz.000703,2.49827512,2.58678353,2.45151596,2.54002437,2713994.0,5.805341,66.045123,8.06883,41.656775,6.32231
2000-08-31,sz.000703,2.50996491,2.5550541,2.46487572,2.4882553,2064117.0,4.415228,64.699036,7.904377,40.807755,6.193453
2000-09-01,sz.000703,2.4715556,2.48157542,2.40141686,2.40308683,1308655.0,2.799265,62.484505,7.633824,39.410979,5.981463
2000-09-04,sz.000703,2.43481626,2.5383544,2.40642677,2.504955,1307064.0,2.795862,65.133258,7.957426,41.081632,6.23502
2000-09-05,sz.000703,2.5383544,2.66861206,2.53000455,2.58511356,3583675.0,7.665623,67.217522,8.212064,42.396245,6.434541
