date,code,open,high,low,close,volume,turn,peTTM,psTTM,pcfNcfTTM,pbMRQ
2000-12-19,sh.600016,0.7081,0.743505,0.6549925,0.6571168,156352456.0,44.67213,136.812944,29.539767,10.601648,18.471232
2000-12-20,sh.600016,0.65393035,0.65393035,0.63410355,0.6408305,29046713.0,8.299061,133.422106,28.80764,10.338891,18.013432
2000-12-21,sh.600016,0.6436629,0.6542844,0.63729,0.64047645,11362956.0,3.246559,133.348392,28.791724,10.333179,18.00348
2000-12-22,sh.600016,0.6408305,0.64330885,0.623128,0.6252523,13026488.0,3.721854,130.178696,28.107343,10.087559,17.575536
2000-12-25,sh.600016,0.623128,0.6238361,0.60223905,0.608966,10113120.0,2.889463,126.787858,27.375216,9.824803,17.117736
2000-12-26,sh.600016,0.608966,0.6195875,0.6082579,0.6132146,6539033.0,1.868295,127.672424,27.566205,9.893348,17.237162
2000-12-27,sh.600016,0.61427675,0.6153389,0.60365525,0.60577955,6814034.0,1.946867,126.124433,27.231973,9.773394,17.028167
2000-12-28,sh.600016,0.6054255,0.60861195,0.6025931,0.6047174,6921479.0,1.977565,125.903291,27.184226,9.756258,16.99831
2000-12-29,sh.600016,0.6054255,0.6153389,0.60365525,0.6096741,3985226.0,1.138636,126.935286,27.407047,9.836227,17.137641
2001-01-02,sh.600016,0.61073625,0.62135775,0.6054255,0.61569295,5440019.0,1.554291,128.188421,27.677616,9.933333,17.306828
2001-01-03,sh.600016,0.61781725,0.61852535,0.6096741,0.6125065,4322353.0,1.234958,127.524997,27.534374,9.881924,17.217258
2001-01-04,sh.600016,0.6139227,0.61569295,0.6054255,0.6075498,5205197.0,1.487199,126.493002,27.311552,9.801954,17.077928
2001-01-05,sh.600016,0.60648765,0.60719575,0.5940959,0.5990526,9318594.0,2.662455,124.723869,26.929572,9.664864,16.839076
2001-01-08,sh.600016,0.5976364,0.59799045,0.58453655,0.58736895,6452415.0,1.843547,122.291312,26.40435,9.476365,16.510654
2001-01-09,sh.600016,0.5870149,0.6047174,0.58453655,0.60294715,5336477.0,1.524708,125.534722,27.104647,9.727697,16.948549
