date,code,name
2026/3/1,sh.601595,上海电影
2026/3/1,sh.601606,长城军工
2026/3/1,sh.601609,金田股份
2026/3/1,sh.601619,嘉泽新能
2026/3/1,sh.601636,旗滨集团
2026/3/1,sh.601677,明泰铝业
2026/3/1,sh.601678,滨化股份
2026/3/1,sh.601702,华峰铝业
2026/3/1,sh.601718,际华集团
2026/3/1,sh.601777,千里科技
2026/3/1,sh.601778,晶科科技
2026/3/1,sh.601801,皖新传媒
2026/3/1,sh.601811,新华文轩
2026/3/1,sh.601858,中国科传
2026/3/1,sh.601860,紫金银行
2026/3/1,sh.601869,长飞光纤
2026/3/1,sh.601882,海天精工
2026/3/1,sh.601890,亚星锚链
2026/3/1,sh.601900,南方传媒
2026/3/1,sh.601908,京运通
2026/3/1,sh.601949,中国出版
2026/3/1,sh.601952,苏垦农发
2026/3/1,sh.601963,重庆银行
2026/3/1,sh.601969,海南矿业
2026/3/1,sh.601975,招商南油
2026/3/1,sh.603005,晶方科技
2026/3/1,sh.603009,北特科技
2026/3/1,sh.603013,亚普股份
2026/3/1,sh.603014,威高血净
2026/3/1,sh.603025,大豪科技
2026/3/1,sh.603026,石大胜华
2026/3/1,sh.603027,千禾味业
2026/3/1,sh.603033,三维股份
2026/3/1,sh.603039,泛微网络
2026/3/1,sh.603043,广州酒家
2026/3/1,sh.603055,台华新材
2026/3/1,sh.603057,紫燕食品
2026/3/1,sh.603063,禾望电气
2026/3/1,sh.603072,天和磁材
2026/3/1,sh.603083,剑桥科技
2026/3/1,sh.603093,南华期货
2026/3/1,sh.603099,长白山
2026/3/1,sh.603100,川仪股份
2026/3/1,sh.603103,横店影视
2026/3/1,sh.603108,润达医疗
2026/3/1,sh.603118,共进股份
2026/3/1,sh.603119,浙江荣泰
2026/3/1,sh.603127,昭衍新药
2026/3/1,sh.603128,华贸物流
2026/3/1,sh.603162,海通发展
2026/3/1,sh.603169,兰石重装
2026/3/1,sh.603171,税友股份
2026/3/1,sh.603193,润本股份
2026/3/1,sh.603194,中力股份
2026/3/1,sh.603197,保隆科技
2026/3/1,sh.603202,天有为
2026/3/1,sh.603218,日月股份
2026/3/1,sh.603219,富佳股份
2026/3/1,sh.603220,中贝通信
2026/3/1,sh.603227,雪峰科技
2026/3/1,sh.603229,奥翔药业
2026/3/1,sh.603236,移远通信
2026/3/1,sh.603256,宏和科技
2026/3/1,sh.603262,技源集团
2026/3/1,sh.603267,鸿远电子
2026/3/1,sh.603279,景津装备
2026/3/1,sh.603283,赛腾股份
2026/3/1,sh.603297,永新光学
2026/3/1,sh.603299,苏盐井神
2026/3/1,sh.603300,海南华铁
2026/3/1,sh.603305,旭升集团
2026/3/1,sh.603306,华懋科技
2026/3/1,sh.603308,应流股份
2026/3/1,sh.603317,天味食品
2026/3/1,sh.603323,苏农银行
2026/3/1,sh.603327,福蓉科技
2026/3/1,sh.603328,依顿电子
2026/3/1,sh.603337,杰克科技
2026/3/1,sh.603355,莱克电气
2026/3/1,sh.603358,华达科技
2026/3/1,sh.603360,百傲化学
2026/3/1,sh.603383,顶点软件
2026/3/1,sh.603393,新天然气
2026/3/1,sh.603395,红四方
2026/3/1,sh.603456,九洲药业
2026/3/1,sh.603477,巨星农牧
2026/3/1,sh.603496,恒为科技
2026/3/1,sh.603505,金石资源
2026/3/1,sh.603508,思维列控
2026/3/1,sh.603516,淳中科技
2026/3/1,sh.603530,神马电力
2026/3/1,sh.603533,掌阅科技
2026/3/1,sh.603556,海兴电力
2026/3/1,sh.603567,珍宝岛
2026/3/1,sh.603583,捷昌驱动
2026/3/1,sh.603588,高能环境
2026/3/1,sh.603599,广信股份
2026/3/1,sh.603612,索通发展
2026/3/1,sh.603613,国联股份
2026/3/1,sh.603619,中曼石油
2026/3/1,sh.603638,艾迪精密
2026/3/1,sh.603662,柯力传感
2026/3/1,sh.603663,三祥新材
2026/3/1,sh.603667,五洲新春
2026/3/1,sh.603678,火炬电子
2026/3/1,sh.603690,至纯科技
2026/3/1,sh.603693,江苏新能
2026/3/1,sh.603698,航天工程
2026/3/1,sh.603713,密尔克卫
2026/3/1,sh.603730,岱美股份
2026/3/1,sh.603733,仙鹤股份
2026/3/1,sh.603809,豪能股份
2026/3/1,sh.603826,坤彩科技
2026/3/1,sh.603866,桃李面包
2026/3/1,sh.603871,嘉友国际
2026/3/1,sh.603876,鼎胜新材
2026/3/1,sh.603881,数据港
2026/3/1,sh.603883,老百姓
2026/3/1,sh.603887,城地香江
2026/3/1,sh.603888,新华网
2026/3/1,sh.603915,国茂股份
2026/3/1,sh.603919,金徽酒
2026/3/1,sh.603983,丸美生物
2026/3/1,sh.603997,继峰股份
2026/3/1,sh.605009,豪悦护理
2026/3/1,sh.605011,杭州热电
2026/3/1,sh.605020,永和股份
2026/3/1,sh.605090,九丰能源
2026/3/1,sh.605099,共创草坪
2026/3/1,sh.605111,新洁能
2026/3/1,sh.605116,奥锐特
2026/3/1,sh.605118,力鼎光电
2026/3/1,sh.605123,派克新材
2026/3/1,sh.605198,安德利
2026/3/1,sh.605296,神农集团
2026/3/1,sh.605333,沪光股份
2026/3/1,sh.605376,博迁新材
2026/3/1,sh.605507,国邦医药
2026/3/1,sh.605555,德昌股份
2026/3/1,sh.605599,菜百股份
2026/3/1,sh.688001,华兴源创
2026/3/1,sh.688003,天准科技
2026/3/1,sh.688005,容百科技
2026/3/1,sh.688006,杭可科技
2026/3/1,sh.688007,光峰科技
2026/3/1,sh.688016,心脉医疗
2026/3/1,sh.688029,南微医学
2026/3/1,sh.688032,禾迈股份
2026/3/1,sh.688048,长光华芯
2026/3/1,sh.688050,爱博医疗
2026/3/1,sh.688062,迈威生物
2026/3/1,sh.688063,派能科技
2026/3/1,sh.688068,热景生物
2026/3/1,sh.688083,中望软件
2026/3/1,sh.688088,虹软科技
2026/3/1,sh.688091,上海谊众
2026/3/1,sh.688097,博众精工
2026/3/1,sh.688106,金宏气体
2026/3/1,sh.688107,安路科技
2026/3/1,sh.688110,东芯股份
2026/3/1,sh.688116,天奈科技
2026/3/1,sh.688123,聚辰股份
2026/3/1,sh.688127,蓝特光学
2026/3/1,sh.688128,中国电研
2026/3/1,sh.688131,皓元医药
2026/3/1,sh.688139,海尔生物
2026/3/1,sh.688141,杰华特
2026/3/1,sh.688146,中船特气
2026/3/1,sh.688147,微导纳米
2026/3/1,sh.688150,莱特光电
2026/3/1,sh.688153,唯捷创芯
2026/3/1,sh.688158,优刻得
2026/3/1,sh.688165,埃夫特
2026/3/1,sh.688177,百奥泰
2026/3/1,sh.688182,灿勤科技
2026/3/1,sh.688185,康希诺
2026/3/1,sh.688190,云路股份
2026/3/1,sh.688200,华峰测控
2026/3/1,sh.688205,德科立
2026/3/1,sh.688206,概伦电子
2026/3/1,sh.688208,道通科技
2026/3/1,sh.688209,英集芯
2026/3/1,sh.688232,新点软件
2026/3/1,sh.688252,天德钰
2026/3/1,sh.688262,国芯科技
2026/3/1,sh.688270,臻镭科技
2026/3/1,sh.688276,百克生物
2026/3/1,sh.688279,峰岹科技
2026/3/1,sh.688289,圣湘生物
2026/3/1,sh.688300,联瑞新材
2026/3/1,sh.688306,均普智能
2026/3/1,sh.688313,仕佳光子
2026/3/1,sh.688321,微芯生物
2026/3/1,sh.688326,经纬恒润
2026/3/1,sh.688327,云从科技
2026/3/1,sh.688331,荣昌生物
2026/3/1,sh.688332,中科蓝讯
2026/3/1,sh.688333,铂力特
2026/3/1,sh.688337,普源精电
2026/3/1,sh.688343,云天励飞
2026/3/1,sh.688348,昱能科技
2026/3/1,sh.688351,微电生理
2026/3/1,sh.688352,颀中科技
2026/3/1,sh.688362,甬矽电子
2026/3/1,sh.688372,伟测科技
2026/3/1,sh.688380,中微半导
2026/3/1,sh.688382,益方生物
2026/3/1,sh.688390,固德威
2026/3/1,sh.688400,凌云光
2026/3/1,sh.688403,汇成股份
2026/3/1,sh.688408,中信博
2026/3/1,sh.688409,富创精密
2026/3/1,sh.688432,有研硅
2026/3/1,sh.688433,华曙高科
2026/3/1,sh.688439,振华风光
2026/3/1,sh.688443,智翔金泰
2026/3/1,sh.688484,南芯科技
2026/3/1,sh.688486,龙迅股份
2026/3/1,sh.688498,源杰科技
2026/3/1,sh.688502,茂莱光学
2026/3/1,sh.688503,聚和材料
2026/3/1,sh.688515,裕太微
2026/3/1,sh.688516,奥特维
2026/3/1,sh.688519,南亚新材
2026/3/1,sh.688522,纳睿雷达
2026/3/1,sh.688523,航天环宇
2026/3/1,sh.688536,思瑞浦
2026/3/1,sh.688543,国科军工
2026/3/1,sh.688548,广钢气体
2026/3/1,sh.688549,中巨芯
2026/3/1,sh.688552,航天南湖
2026/3/1,sh.688559,海目星
2026/3/1,sh.688567,孚能科技
2026/3/1,sh.688575,亚辉龙
2026/3/1,sh.688584,上海合晶
2026/3/1,sh.688586,江航装备
2026/3/1,sh.688591,泰凌微
2026/3/1,sh.688596,正帆科技
2026/3/1,sh.688612,威迈斯
2026/3/1,sh.688630,芯碁微装
2026/3/1,sh.688631,莱斯信息
2026/3/1,sh.688639,华恒生物
2026/3/1,sh.688652,京仪装备
2026/3/1,sh.688658,悦康药业
2026/3/1,sh.688660,电气风电
2026/3/1,sh.688686,奥普特
2026/3/1,sh.688690,纳微科技
2026/3/1,sh.688696,极米科技
2026/3/1,sh.688698,伟创电气
2026/3/1,sh.688700,东威科技
2026/3/1,sh.688717,艾罗能源
2026/3/1,sh.688726,拉普拉斯
2026/3/1,sh.688739,成大生物
2026/3/1,sh.688766,普冉股份
2026/3/1,sh.688776,国光电气
2026/3/1,sh.688779,五矿新能
2026/3/1,sh.688789,宏华数科
2026/3/1,sh.688798,艾为电子
2026/3/1,sh.688800,瑞可达
