date,code,composite_score,rank
2026-02-12,sz.300015,2.3582304515897965,1
2026-02-12,sh.600660,2.0458895339440297,2
2026-02-12,sz.000100,1.886653518173548,3
2026-02-12,sz.001979,1.8138572307006064,4
2026-02-12,sh.603369,1.7456947571487254,5
2026-02-12,sz.002142,1.726369384166997,6
2026-02-12,sh.603288,1.6952821894132852,7
2026-02-12,sh.600600,1.6349703722368814,8
2026-02-12,sz.000786,1.6269236327501475,9
2026-02-12,sh.600048,1.621953030159937,10
