date,code,composite_score,rank
2026-02-09,sz.300502,1.5727554156475123,1
2026-02-09,sh.688256,1.473540375988333,2
2026-02-09,sh.600489,1.1015989463747111,3
2026-02-09,sh.600547,1.056766168551445,4
2026-02-09,sh.688008,0.9979321139260088,5
2026-02-09,sz.300442,0.9880270579258196,6
2026-02-09,sh.688111,0.7386295206425314,7
2026-02-09,sh.600362,0.7223821614108519,8
2026-02-09,sz.000975,0.6567943859621795,9
2026-02-09,sz.002938,0.6187397630070042,10
