date,code,composite_score,rank
2026-02-10,sz.002938,1.8833867128989663,1
2026-02-10,sz.300628,1.8005453223119794,2
2026-02-10,sz.300442,1.230654223084998,3
2026-02-10,sz.300502,1.1350032660497569,4
2026-02-10,sz.000630,1.10439154299094,5
2026-02-10,sh.600489,1.095157909646278,6
2026-02-10,sh.600089,1.088479427438713,7
2026-02-10,sh.600547,1.072718215672098,8
2026-02-10,sh.601298,1.0661762068850809,9
2026-02-10,sh.600362,1.024679614408455,10
