date,code,composite_score,rank
2026-02-02,sh.601186,2.3882951319689742,1
2026-02-02,sh.600050,2.3174721818158255,2
2026-02-02,sh.600941,2.1862909467703373,3
2026-02-02,sh.601127,2.130436209939704,4
2026-02-02,sz.000625,2.0731359879453257,5
2026-02-02,sh.600741,2.0649678781104877,6
2026-02-02,sh.601766,2.0330980656291717,7
2026-02-02,sh.600011,2.0306403606084915,8
2026-02-02,sh.601800,1.9992537433593167,9
2026-02-02,sz.000963,1.9823232994578186,10
