date,code,composite_score,rank
2026-02-13,sh.600941,2.2560650770699855,1
2026-02-13,sz.300015,2.0038298180465914,2
2026-02-13,sh.600050,1.9345173952351549,3
2026-02-13,sh.601186,1.916197994458681,4
2026-02-13,sh.600900,1.8234513928673386,5
2026-02-13,sh.600000,1.7984150570417907,6
2026-02-13,sh.600809,1.7407411978782528,7
2026-02-13,sh.601728,1.7247125285720268,8
2026-02-13,sh.601766,1.7188780102228685,9
2026-02-13,sh.601398,1.708281980780331,10
