date,code,composite_score,rank
2026-02-11,sz.002938,2.0244854411297384,1
2026-02-11,sz.300316,1.8784689834909492,2
2026-02-11,sz.001979,1.7284637820782691,3
2026-02-11,sh.688472,1.4655967814589508,4
2026-02-11,sh.600048,1.4341752373159669,5
2026-02-11,sz.002459,1.4009394522299516,6
2026-02-11,sz.300015,1.4006241742150949,7
2026-02-11,sz.000568,1.38739129992344,8
2026-02-11,sh.600809,1.3580048102741458,9
2026-02-11,sz.000983,1.345006639307027,10
