date,code,composite_score,rank
2026-01-30,sh.601127,2.302086801667724,1
2026-01-30,sh.601766,2.143439166006749,2
2026-01-30,sh.600690,2.143247149014335,3
2026-01-30,sh.600000,2.1308849847256033,4
2026-01-30,sz.000963,2.0863782228143766,5
2026-01-30,sh.601186,2.0009803170249736,6
2026-01-30,sz.000625,1.9527074896500007,7
2026-01-30,sh.600018,1.933575582987563,8
2026-01-30,sh.600085,1.8834031070566706,9
2026-01-30,sh.601166,1.8564212686730128,10
